,Latitude,Longitude,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),LargestPropertyUseTypeGFA,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseTypeGFA,ENERGYSTARScore,SiteEnergyUse(kBtu),TotalGHGEmissions,GHGEmissionsIntensity,ElectricityUse(Percentage),SteamUse(Percentage),NaturalGasUse(Percentage),NumberOfYearsENERGYSTARCertified,BuildingAge,NumberOfPropertyUses,PrimaryPropertyType_Commercial,PrimaryPropertyType_Education,PrimaryPropertyType_Health,PrimaryPropertyType_Hospitality,PrimaryPropertyType_Other,PrimaryPropertyType_Residential,PrimaryPropertyType_ServiceFacility,LargestPropertyUseType_Commercial,LargestPropertyUseType_Education,LargestPropertyUseType_Health,LargestPropertyUseType_Hospitality,LargestPropertyUseType_Leisure,LargestPropertyUseType_Other,LargestPropertyUseType_Residential,LargestPropertyUseType_ServiceFacility,SecondLargestPropertyUseType_ Commercial,SecondLargestPropertyUseType_Commercial,SecondLargestPropertyUseType_Education,SecondLargestPropertyUseType_Health,SecondLargestPropertyUseType_Hospitality,SecondLargestPropertyUseType_Leisure,SecondLargestPropertyUseType_None,SecondLargestPropertyUseType_Other,SecondLargestPropertyUseType_Residential,SecondLargestPropertyUseType_ServiceFacility,ThirdLargestPropertyUseType_Commercial,ThirdLargestPropertyUseType_Education,ThirdLargestPropertyUseType_Health,ThirdLargestPropertyUseType_Hospitality,ThirdLargestPropertyUseType_Leisure,ThirdLargestPropertyUseType_None,ThirdLargestPropertyUseType_Other,ThirdLargestPropertyUseType_Residential,ThirdLargestPropertyUseType_ServiceFacility
48,47.61233,-122.33432,1.0,20,98634,10043,88591,83591.0,10043.0,5000.0,71.0,4841347.5,59.19,0.6,88.61291200435416,0.0,11.387077667942656,0.0,86,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
49,47.61087,-122.33339,1.0,34,994212,146694,847518,994212.0,117668.0,0.0,63.0,80469216.0,2451.58,2.47,56.59994127443717,14.41381757714652,28.98622996401506,0.0,34,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
50,47.60997,-122.34138,1.0,7,71150,0,71150,41340.0,13730.0,9604.0,98.0,5348309.0,134.38,1.89,60.6528156843593,0.0,39.347165618142114,0.0,31,4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
51,47.61155,-122.34114,1.0,7,122810,0,122810,88360.0,26450.0,8000.0,99.0,5401277.5,227.18,1.85,23.949167581187968,0.0,76.05082316174276,0.0,108,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
52,47.61986,-122.34413,1.0,5,113173,42546,70627,70627.0,42546.0,0.0,86.0,5284343.5,144.79,1.28,55.72461366298387,0.0,44.27537687510284,0.0,57,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
53,47.62001,-122.34274,1.0,7,150453,34735,115718,107547.0,3000.0,0.0,84.0,6715187.0,199.95,1.33,50.573558115358516,0.0,49.426441884641484,789.0,16,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
54,47.62025,-122.34314,1.0,6,116300,28200,88100,88490.0,28300.0,0.0,80.0,5827595.5,162.39,1.4,54.713080206064404,0.0,45.28691121406762,0.0,19,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
55,47.62023,-122.35951,1.0,6,155602,36744,118858,155602.0,0.0,0.0,81.0,6836900.0,152.76,0.98,66.68134680922641,0.0,33.31863856426158,0.0,18,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
56,47.63442,-122.30793,1.0,3,56072,0,56072,56072.0,0.0,0.0,76.0,3234787.75,146.34,2.61,17.060377454440403,0.0,82.93959936011258,0.0,105,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
57,47.62519,-122.34456,1.0,4,122942,44891,78051,78051.0,44891.0,0.0,94.0,5337334.0,171.64,1.4,45.4108736683895,0.0,54.5891263316105,0.0,17,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
58,47.60823,-122.30956,1.0,2,54984,0,54984,54984.0,0.0,0.0,71.0,3375211.0,87.98,1.6,58.61055797696796,0.0,41.38944202303204,0.0,54,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
59,47.55837,-122.37751,1.0,5,217603,0,217603,296313.0,0.0,0.0,54.0,42792072.0,1727.11,7.94,27.633090540696415,0.0,72.36690945930359,0.0,94,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
60,47.72426,-122.35599,1.0,2,93397,0,93397,93397.0,0.0,0.0,1.0,16402563.0,609.1,6.52,34.62567404862277,0.0,65.37431985476904,0.0,46,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
61,47.61988,-122.33211,1.0,6,84103,20732,63371,63371.0,20732.0,0.0,74.0,3706100.25,67.06,0.8,75.89346780352204,0.0,24.106525450842835,0.0,8,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
63,47.61244,-122.3214,1.0,3,179014,0,179014,179014.0,0.0,0.0,48.0,16701055.0,430.84,2.41,59.19676331824546,0.0,40.80323069410884,0.0,51,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
64,47.60898,-122.32693,1.0,7,76631,0,76631,76631.0,0.0,0.0,71.0,7258758.5,262.75,3.43,36.65560715375777,0.0,63.34438595801196,0.0,108,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
65,47.60845,-122.32637,1.0,6,99780,9341,90439,40174.0,20868.0,17020.0,,15473117.0,481.97,4.83,65.56735142634803,34.43263887941906,0.0,0.0,33,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
66,47.62237,-122.33805,1.0,2,58320,0,58320,72072.0,0.0,0.0,96.0,1049748.625,39.06,0.67,34.465679819299595,0.0,65.5342606426372,0.0,87,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
67,47.62424,-122.33646,1.0,5,316306,0,316306,261826.0,150726.0,15139.0,96.0,13795954.0,138.85,0.44,93.29612870556106,0.0,6.703856797434958,0.0,6,4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
68,47.62642,-122.33325,1.0,7,282863,44766,238097,235788.0,51537.0,0.0,37.0,19459304.0,526.85,1.86,56.42880135897974,0.0,43.57119350209031,0.0,26,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
72,47.62112,-122.33629,1.0,12,571329,0,571329,598801.0,310699.0,26203.0,91.0,39605888.0,617.52,1.08,81.31669462883903,0.0,18.68329527165254,0.0,6,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
74,47.62395,-122.35077,1.0,1,60696,0,60696,108000.0,0.0,0.0,,875943.3125,6.11,0.1,99.99996432417537,0.0,0.0,0.0,88,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
76,47.62391,-122.34837,1.0,2,66240,2352,63888,45900.0,5181.0,4551.0,,4166306.25,29.04,0.44,99.99996999740478,0.0,0.0,0.0,30,5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
77,47.62419,-122.34443,1.0,6,920598,303707,616891,729584.0,185014.0,6000.0,93.0,36667044.0,674.09,0.73,75.2644827327777,0.0,24.73550908548832,0.0,6,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
78,47.62053,-122.35842,1.0,4,76213,25930,50283,48546.0,21454.0,2406.0,68.0,3476212.5,48.76,0.64,84.70978111953742,0.0,15.290204496992057,0.0,46,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
79,47.62291,-122.35708,1.0,6,96910,36934,59976,59976.0,36934.0,0.0,56.0,5155568.5,152.14,1.57,51.14879183546878,0.0,48.85121786278274,0.0,14,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
80,47.65772,-122.31756,2.0,4,50017,0,50017,50017.0,0.0,0.0,53.0,5448975.0,191.2,3.82,39.05883216568254,0.0,60.94116783431747,0.0,54,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
82,47.62548,-122.30828,1.0,3,67743,0,67743,67743.0,0.0,0.0,34.0,2646879.0,78.85,1.16,50.54201570982278,0.0,49.45798429017722,0.0,93,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
83,47.62644,-122.30429,1.0,6,194104,0,194104,194104.0,0.0,0.0,100.0,6219841.5,243.23,1.25,30.352750950325664,0.0,69.64725708846439,0.0,108,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
84,47.58408,-122.30125,1.0,3,99433,35752,63681,63681.0,35752.0,0.0,63.0,4897760.0,34.14,0.34,100.0,0.0,0.0,0.0,13,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
89,47.67524,-122.31534,1.0,4,56521,0,56521,49000.0,0.0,0.0,,6357632.0,44.32,0.78,99.99998427087317,0.0,0.0,0.0,75,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
90,47.67559,-122.31769,1.0,2,206934,0,206934,119146.0,0.0,0.0,,4253577.5,133.58,0.65,47.045175502268386,0.0,52.954812742920524,0.0,87,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
91,47.73141,-122.3458,1.0,4,51390,0,51390,51390.0,0.0,0.0,89.0,3611538.0,127.29,2.48,38.71727225353852,0.0,61.28272774646148,0.0,15,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
93,47.7257,-122.33684,1.0,1,245587,0,245587,245587.0,0.0,0.0,92.0,11765682.0,443.73,1.81,33.36832493008055,0.0,66.63166657062463,0.0,57,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
94,47.72551,-122.3423,1.0,3,69138,0,69138,70609.0,0.0,0.0,78.0,3242458.0,89.02,1.29,55.602539801594965,0.0,44.397429357604636,0.0,14,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
96,47.6048,-122.3368,1.0,5,190980,0,190980,190980.0,19051.0,0.0,98.0,6505995.0,142.39,0.75,67.67466006352603,0.0,32.325324566034865,0.0,112,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
97,47.60804,-122.3367,1.0,6,284100,0,284100,189750.0,0.0,0.0,,14641502.0,429.12,1.51,66.95365680378967,29.44462938296904,3.6017001534405417,0.0,18,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
98,47.66737,-122.37956,4.0,5,285333,0,285333,302661.0,148865.0,0.0,14.0,68090728.0,1990.5,6.98,51.75037194491444,0.0,48.249611900169434,0.0,62,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
100,47.60112,-122.32785,1.0,4,61156,0,61156,42755.0,29219.0,0.0,,9363374.0,176.75,2.89,74.1962245660592,0.0,25.8037754339408,0.0,10,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
101,47.59809,-122.32283,1.0,4,72820,13820,59000,58000.0,0.0,0.0,,2010454.625,46.26,0.64,65.24240754749687,0.0,34.757561365007184,0.0,106,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
102,47.62614,-122.3467,1.0,4,162222,14200,148022,113702.0,32692.0,0.0,76.0,7946961.0,228.4,1.41,52.81845475270358,0.0,47.18154524729642,0.0,20,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
104,47.61495,-122.32177,1.0,3,63330,0,63330,64820.0,0.0,0.0,,3059758.0,74.33,1.17,62.45801138521413,0.0,37.54198861478588,0.0,101,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
105,47.547,-122.35307,27.0,2,441071,0,441071,483000.0,0.0,0.0,,38301744.0,866.23,1.96,66.09248654578236,0.0,33.90750562167613,0.0,46,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
106,47.67828,-122.26456,1.0,2,96300,0,96300,92300.0,4944.0,0.0,,16319835.0,222.02,2.31,85.62400293875521,0.0,14.375984806218936,0.0,14,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
107,47.59545,-122.32146,1.0,1,67356,0,67356,68359.0,0.0,0.0,,7475577.5,204.08,3.03,55.94217971788802,0.0,44.05781359366551,0.0,66,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
112,47.53827,-122.28406,1.0,1,54765,0,54765,25765.0,25000.0,0.0,,4253369.5,61.21,1.12,83.91786793975929,0.0,16.082120304854776,0.0,58,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
113,47.53722,-122.284,1.0,5,89821,0,89821,46483.0,37938.0,4579.0,,1950092.5,100.46,1.12,3.459425642629773,0.0,96.54059999717963,0.0,7,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
114,47.65147,-122.36122,1.0,2,52611,0,52611,52611.0,0.0,0.0,,4116871.5,104.26,1.98,60.22225857668864,0.0,39.77772927816668,0.0,36,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
115,47.65068,-122.36331,1.0,4,139600,37500,102100,135520.0,0.0,0.0,89.0,4448582.5,129.39,0.93,52.06822622711841,0.0,47.931762533346294,0.0,15,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
116,47.70763,-122.29453,1.0,2,236758,0,236758,238550.0,0.0,0.0,96.0,8355988.5,222.78,0.94,57.32353509103082,0.0,42.67644695777166,789.0,5,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
117,47.60462,-122.31549,3.0,6,250981,0,250981,137565.0,78357.0,0.0,,13071700.0,422.39,1.68,62.38669798113482,33.17490838988043,4.438382153813199,0.0,45,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
119,47.61598,-122.33448,1.0,11,299070,68432,230638,250000.0,0.0,0.0,,65336980.0,2055.82,6.87,46.91316311222221,0.0,53.0868292351437,0.0,12,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
120,47.536,-122.31768,1.0,3,64015,0,64015,30000.0,15000.0,9015.0,21.0,3242077.75,49.58,0.77,81.9654001203395,0.0,18.034607590764903,0.0,9,3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
121,47.70759,-122.3255,1.0,1,530039,0,530039,505103.0,24936.0,0.0,98.0,27717034.0,723.47,1.36,58.53631019827014,0.0,41.46368258595057,0.0,65,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
122,47.7066,-122.321,1.0,3,54224,0,54224,47012.0,0.0,0.0,,7265178.0,231.53,4.27,46.03916105014908,0.0,53.960825185563245,0.0,52,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
123,47.70619,-122.32586,1.0,4,124342,0,124342,122000.0,0.0,0.0,76.0,8765978.0,66.3,0.53,98.71826052951536,0.0,1.2817280627443965,0.0,51,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
125,47.70956,-122.3345,1.0,3,55442,0,55442,28636.0,15385.0,8644.0,72.0,3191228.25,83.7,1.51,58.26424355575318,0.0,41.73574861027255,0.0,20,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
127,47.61233,-122.3171,1.0,5,84870,0,84870,85521.0,0.0,0.0,,1381590.125,51.11,0.6,34.93329832536259,0.0,65.06669262709156,0.0,106,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
128,47.69936,-122.33401,11.0,2,694072,111625,582447,667335.0,0.0,0.0,,35891484.0,362.82,0.52,93.19991338335299,0.0,6.800075471942035,0.0,46,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
